PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
3973,1,3,"Martinez, Mrs. Emma",female,33.06,0,0,345700,9.03,G61,Q
3974,0,1,"Williams, Mr. George",male,40.28,0,2,617032,81.94,,S
3975,0,1,"Thomas, Mr. William",male,36.55,0,0,523277,107.35,,C
3976,1,1,"Smith, Mr. James",male,,0,0,623723,101.64,,S
3977,0,1,"Wilson, Mr. Edward",male,32.56,0,1,364459,167.44,,S
3978,1,1,"Brown, Miss. Ellen",female,52.89,1,0,388812,88.21,B2,C
3979,1,3,"Miller, Miss. Helen",female,29.58,0,0,739721,3.32,,S
3980,0,3,"Smith, Master. James",male,24.8,0,0,269658,23.69,G19,S
3981,0,1,"Anderson, Mr. John",male,54.46,0,0,176058,32.72,,C
3982,1,2,"Jackson, Mr. William",male,,0,0,669279,14.41,,S
3983,0,3,"Jones, Mr. Thomas",male,23.84,0,0,610401,14.77,,S
3984,1,2,"Wilson, Miss. Mary",female,46.55,0,0,803173,24.17,,S
3985,0,2,"Williams, Mr. William",male,,0,0,689867,5.55,,C
3986,1,1,"Taylor, Miss. Florence",female,,2,1,355661,52.65,,S
3987,0,2,"Moore, Mr. John",male,0.42,0,0,526781,5.19,,S
3988,1,2,"Miller, Miss. Anna",female,35.28,0,0,558859,26.22,,S
3989,0,3,"Anderson, Mr. James",male,27.55,1,0,190571,20.69,,Q
3990,0,3,"Martin, Mr. George",male,24.58,0,1,189005,5.06,,S
3991,1,3,"Miller, Miss. Elizabeth",female,32.32,0,0,972158,19.47,F116,S
3992,0,2,"Smith, Mr. James",male,,0,0,803678,29.31,,C
3993,1,1,"White, Mr. George",male,46.13,0,1,839648,56.32,,C
3994,0,2,"Williams, Mr. Edward",male,,0,0,696437,0.17,D119,S
3995,0,2,"Robinson, Mr. Frank",male,47.98,0,1,865773,9.29,,S
3996,1,1,"Garcia, Mrs. Helen",female,,1,0,485531,59.0,,S
3997,1,1,"Martinez, Mrs. Florence",female,44.51,0,1,246490,148.75,,S
3998,0,2,"Thompson, Mr. Edward",male,35.92,0,0,644724,18.82,,S
3999,1,2,"Davis, Miss. Mary",female,43.89,0,0,147301,9.93,E94,S
4000,1,1,"Moore, Mr. John",male,50.26,1,0,959564,90.21,,S
4001,1,3,"Garcia, Mrs. Emma",female,,0,0,649405,4.58,,S
4002,0,2,"Garcia, Master. William",male,41.88,0,1,605724,25.14,F104,S
4003,0,3,"Anderson, Mr. Robert",male,27.09,0,0,735540,6.65,,S
4004,0,2,"Taylor, Mr. James",male,,0,0,484454,11.67,,S
4005,0,3,"Wilson, Mr. Henry",male,38.17,0,0,673209,15.44,,S
4006,1,1,"Jackson, Mrs. Grace",female,30.49,1,1,507443,157.51,,S
4007,0,3,"Martin, Mr. James",male,52.97,0,2,299829,27.29,G77,C
4008,0,1,"Taylor, Master. William",male,,0,0,263720,40.33,,S
4009,1,1,"Williams, Mrs. Elizabeth",female,,1,0,229391,58.94,,C
4010,0,3,"Smith, Mr. Robert",male,,1,1,918981,16.35,F56,Q
4011,0,2,"White, Master. Robert",male,52.59,0,1,427006,31.69,,S
4012,1,1,"Harris, Miss. Elizabeth",female,,0,0,595834,0.0,,C
4013,0,3,"Johnson, Miss. Emma",female,15.47,4,0,275830,13.57,F127,S
4014,0,1,"Brown, Mr. Thomas",male,,0,1,455488,63.54,,S
4015,0,3,"Moore, Mrs. Mary",female,,0,0,530448,0.49,G140,S
4016,1,3,"Jones, Miss. Margaret",female,,0,5,942653,4.31,,S
4017,0,2,"Taylor, Miss. Helen",female,26.06,0,1,908663,14.32,,S
4018,0,2,"Davis, Mr. William",male,20.99,0,1,595886,20.59,D43,Q
4019,1,1,"Martinez, Mrs. Anna",female,41.24,3,1,379766,126.34,,S
4020,1,3,"Harris, Miss. Anna",female,,0,2,231587,15.3,,C
4021,0,2,"Miller, Mr. George",male,18.04,0,0,955922,29.48,F87,Q
4022,1,1,"Johnson, Miss. Anna",female,,0,2,724046,85.12,,C
4023,1,2,"Garcia, Miss. Mary",female,,0,0,407137,12.95,,S
4024,0,3,"Williams, Mr. Edward",male,31.38,1,0,970323,11.81,F58,S
4025,0,3,"Taylor, Mrs. Margaret",female,33.76,3,0,716948,17.52,G86,S
4026,0,3,"Thompson, Mr. Henry",male,31.61,1,0,844143,19.71,,S
4027,1,3,"Williams, Miss. Alice",female,43.87,5,0,338743,12.04,,S
4028,0,3,"Martinez, Miss. Anna",female,36.96,0,0,442363,6.96,,S
4029,0,3,"Moore, Mr. John",male,57.16,0,0,465531,15.18,,C
4030,0,3,"Williams, Mr. Henry",male,,0,0,827800,16.11,,S
4031,0,3,"Jackson, Mr. John",male,3.9,1,0,869622,21.01,,S
4032,1,2,"Davis, Miss. Margaret",female,,0,0,533138,13.21,,S
4033,0,3,"Martinez, Mr. William",male,24.91,0,0,641431,8.66,,S
4034,1,3,"Williams, Mrs. Ellen",female,31.05,0,0,464202,17.92,,C
4035,0,1,"Johnson, Mr. Thomas",male,37.09,0,1,457192,66.89,C110,C
4036,0,2,"Davis, Mr. Frank",male,,0,0,599996,15.5,,S
4037,0,2,"Anderson, Mrs. Elizabeth",female,26.76,1,0,911534,32.54,F64,S
4038,0,3,"Anderson, Mr. John",male,,0,0,169112,4.09,,C
4039,0,2,"Anderson, Master. James",male,23.49,0,0,354452,40.56,,S
4040,0,3,"Jones, Mr. James",male,22.6,0,0,337822,9.02,F76,S
4041,0,2,"Jackson, Mr. Thomas",male,40.12,0,2,626295,,,S
4042,0,3,"Smith, Mr. Frank",male,19.16,0,0,621320,12.29,,S
4043,0,1,"Anderson, Mr. John",male,34.53,0,3,915254,95.4,,Q
4044,0,3,"White, Mr. Edward",male,,0,0,205549,11.29,,S
4045,0,3,"Martinez, Mr. James",male,22.61,0,0,740442,18.57,,S
4046,0,2,"Brown, Rev. George",male,,1,0,469222,16.53,,Q
4047,0,2,"Martin, Master. John",male,18.97,0,2,159759,14.27,,S
4048,0,2,"Wilson, Mr. Charles",male,16.36,1,1,844755,38.13,,S
4049,0,2,"White, Mrs. Elizabeth",female,33.66,0,0,105111,20.29,E62,S
4050,0,3,"Miller, Master. John",male,29.85,0,0,904456,8.61,,Q
4051,0,3,"Jones, Mr. Thomas",male,14.62,0,0,342361,3.31,F15,Q
4052,0,3,"Harris, Mr. Thomas",male,,0,0,264338,25.13,,S
4053,0,3,"Martinez, Miss. Alice",female,48.1,0,0,374944,9.41,F88,C
4054,1,2,"Brown, Miss. Emma",female,,0,2,950161,40.62,E136,C
4055,1,3,"Robinson, Miss. Elizabeth",female,42.85,0,0,824322,15.59,,S
4056,0,3,"Martin, Mrs. Margaret",female,0.42,1,0,520330,13.93,,S
4057,0,2,"Martinez, Mr. Robert",male,42.91,1,0,407357,21.7,,C
4058,1,3,"White, Miss. Mary",female,,0,0,236857,27.4,,S
4059,1,2,"Martinez, Mr. Charles",male,41.71,1,1,577814,0.0,E45,S
4060,1,3,"Taylor, Miss. Emma",female,,8,0,775503,14.39,,S
4061,1,3,"Jones, Miss. Emma",female,24.18,0,0,196311,11.28,G98,S
4062,0,3,"Williams, Miss. Alice",female,15.28,0,0,176759,11.61,,S
4063,0,1,"Davis, Mr. Charles",male,35.43,0,3,793815,90.27,B97,S
4064,1,3,"Thomas, Miss. Helen",female,,2,0,758465,11.27,G48,S
4065,0,1,"Jones, Mr. Thomas",male,36.7,1,0,488746,91.9,,Q
4066,0,3,"White, Mr. John",male,50.32,0,0,728564,12.85,,S
4067,0,2,"Brown, Mr. Charles",male,25.37,1,1,558436,6.86,,S
4068,0,3,"Robinson, Mr. Thomas",male,42.9,0,0,673737,15.48,,S
4069,1,3,"Jones, Miss. Florence",female,5.49,0,1,274831,17.65,,S
4070,1,1,"Davis, Mr. Edward",male,34.56,0,2,845047,61.23,B50,C
4071,1,2,"Harris, Mr. Charles",male,23.57,1,0,816363,38.68,,S
4072,0,3,"Davis, Master. Thomas",male,,0,0,840687,21.68,F22,S
4073,1,2,"Moore, Mrs. Grace",female,32.22,0,2,250592,28.44,,S
4074,1,1,"Smith, Miss. Alice",female,12.94,1,0,496706,118.94,B137,C
4075,1,1,"Anderson, Mrs. Mary",female,22.28,0,1,363757,85.26,,C
4076,1,2,"Johnson, Mr. George",male,17.85,1,1,564586,31.41,,S
4077,0,3,"Harris, Miss. Elizabeth",female,36.21,0,0,485068,23.21,F137,C
4078,0,3,"Garcia, Dr. Elizabeth",female,,0,0,475973,18.25,,C
4079,1,1,"Johnson, Mr. Charles",male,34.4,0,0,919278,60.05,,Q
4080,0,2,"Williams, Mr. Charles",male,23.42,3,0,652134,19.6,,Q
4081,0,2,"Smith, Mr. Henry",male,38.6,1,0,966465,25.74,,C
4082,0,2,"Jackson, Master. James",male,16.45,0,0,570300,28.38,,S
4083,0,3,"Martinez, Mr. Robert",male,30.49,0,0,773693,12.5,,S
4084,0,2,"Anderson, Mr. Frank",male,34.47,1,1,366771,14.33,,C
4085,0,3,"Moore, Mr. Frank",male,21.7,0,0,524156,23.3,,Q
4086,0,3,"Brown, Mr. William",male,29.77,0,0,480778,,G131,S
4087,0,3,"White, Mr. John",male,26.23,1,0,789151,,,S
4088,1,3,"Davis, Miss. Elizabeth",female,,0,0,608327,,,S
4089,1,1,"Williams, Mr. Henry",male,21.99,2,0,389920,44.37,A122,S
4090,1,1,"Robinson, Mr. Robert",male,45.37,0,2,820120,136.39,D14,S
4091,1,1,"Garcia, Mrs. Alice",female,,2,0,814394,137.79,,S
4092,0,3,"Jones, Mr. Thomas",male,,4,0,221407,12.52,,S
4093,0,3,"Williams, Mr. John",male,32.21,0,0,459047,16.23,,S
4094,0,1,"Moore, Mr. Henry",male,36.68,0,0,606057,83.56,,S
4095,1,1,"Miller, Mr. Edward",male,48.7,0,0,902057,33.94,,S
4096,0,2,"Garcia, Mr. Charles",male,30.78,1,0,944575,42.18,,C
4097,0,3,"Williams, Mr. Thomas",male,11.22,0,0,324533,21.94,,S
4098,0,3,"Thompson, Mr. James",male,,0,0,467819,15.3,,S
4099,1,3,"Thomas, Mr. Henry",male,5.39,1,0,230549,7.44,G100,S
4100,1,3,"Thomas, Miss. Anna",female,28.39,0,0,161655,11.54,,S
4101,1,2,"Martinez, Mr. William",male,25.39,0,0,402557,13.08,,S
4102,0,3,"Smith, Mr. John",male,19.62,0,2,864628,13.63,,S
4103,0,3,"Taylor, Master. Charles",male,27.06,4,0,461411,15.01,F84,Q
4104,1,2,"Jackson, Mrs. Anna",female,,0,0,291011,16.59,,S
4105,1,3,"Johnson, Miss. Elizabeth",female,,2,2,317956,3.55,G130,S
4106,1,1,"Johnson, Miss. Mary",female,,0,0,727695,173.55,,Q
4107,0,3,"Jackson, Mr. William",male,17.59,1,0,595062,14.54,,C
4108,0,3,"Brown, Rev. John",male,41.06,0,1,515582,15.97,F10,S
4109,1,3,"Martin, Miss. Helen",female,27.46,0,0,428152,10.25,G28,C
4110,0,3,"Smith, Mr. Frank",male,32.57,1,0,946737,2.85,G102,S
4111,1,2,"Jackson, Mrs. Helen",female,47.0,1,0,227128,19.17,,C
4112,0,3,"Martin, Mr. Frank",male,41.8,0,2,796462,10.9,,S
4113,0,3,"Harris, Master. John",male,31.96,0,0,996621,17.61,,S
4114,0,3,"Martinez, Mr. Robert",male,21.37,0,0,821771,18.89,G137,Q
4115,0,3,"Martin, Mr. Edward",male,7.84,0,0,585930,17.97,,C
4116,0,2,"Taylor, Mrs. Alice",female,32.48,1,0,640850,29.88,,
4117,0,3,"Garcia, Mr. Frank",male,38.14,3,0,869870,24.72,,S
4118,0,3,"Miller, Mr. James",male,,0,0,225474,15.53,,C
4119,0,2,"Williams, Mr. William",male,0.42,0,0,827978,30.99,,S
4120,0,3,"White, Mrs. Alice",female,,0,0,252534,16.21,,S
4121,0,3,"Martin, Mr. Frank",male,,0,0,230848,0.65,,S
4122,0,3,"Harris, Miss. Ellen",female,21.39,0,0,139852,12.0,,Q
4123,0,3,"Johnson, Mrs. Florence",female,36.86,1,0,192754,7.36,,S
4124,0,2,"Davis, Mr. Edward",male,37.54,0,0,666546,22.31,,S
4125,1,3,"Thompson, Miss. Helen",female,,0,0,182434,,,S
4126,1,1,"Harris, Mrs. Ellen",female,53.26,1,0,721256,109.44,D125,S
4127,0,3,"Thomas, Mr. Henry",male,9.79,0,2,184146,19.38,,S
4128,0,3,"Williams, Mr. Robert",male,,0,0,285330,20.82,,S
4129,0,3,"Martinez, Mr. Robert",male,23.12,0,0,427529,23.53,F83,S
4130,0,3,"Smith, Mr. Thomas",male,15.09,0,2,873130,2.11,,C
4131,0,3,"Wilson, Mr. George",male,,0,0,238536,5.21,G16,S
4132,1,3,"Martin, Mrs. Alice",female,40.72,0,0,418143,32.03,G18,S
4133,0,2,"Smith, Mr. Edward",male,44.97,0,0,197397,30.1,,S
4134,0,3,"White, Mr. Robert",male,,0,1,297253,14.46,,
4135,0,3,"White, Mr. Henry",male,,0,0,582102,13.21,,S
4136,1,1,"Robinson, Miss. Florence",female,,0,0,775751,81.61,B147,S
4137,0,3,"Johnson, Mr. Henry",male,26.99,0,0,572922,0.43,,S
4138,0,3,"Moore, Mr. Frank",male,24.59,0,0,663916,7.98,,S
4139,1,3,"Garcia, Mr. Robert",male,19.02,0,0,418347,12.27,F46,S
4140,0,3,"Smith, Mr. Thomas",male,47.86,0,5,279702,8.35,,S
4141,0,2,"Brown, Mr. Charles",male,31.27,0,2,693870,14.15,,C
4142,1,3,"Martin, Mrs. Emma",female,,5,0,849380,29.63,,S
4143,0,1,"Brown, Mr. Robert",male,49.85,0,1,640661,73.43,E138,C
4144,0,2,"White, Mrs. Alice",female,30.66,0,1,194415,22.78,,Q
4145,0,3,"Anderson, Mr. Edward",male,56.09,0,2,996645,14.58,,C
4146,0,2,"Garcia, Mrs. Helen",female,18.72,0,1,271072,25.89,,S
4147,1,1,"Brown, Master. Thomas",male,30.73,1,2,592382,63.95,,S
4148,0,3,"Thomas, Mr. Edward",male,13.69,1,0,790731,21.11,,S
4149,0,2,"Jackson, Mr. William",male,48.75,4,0,982780,24.44,,S
4150,0,2,"White, Master. Henry",male,39.63,0,0,586582,7.13,,
4151,0,2,"Thompson, Mr. Thomas",male,23.47,0,0,925984,18.92,,S
4152,0,3,"Johnson, Mr. Thomas",male,14.63,1,2,489633,11.88,,Q
4153,0,2,"Davis, Mr. Thomas",male,,0,5,171730,17.82,,C
4154,0,3,"Anderson, Mrs. Helen",female,29.34,0,1,236794,16.31,,S
4155,0,3,"Martin, Mr. Edward",male,41.93,0,1,924939,17.13,F128,C
4156,0,1,"Davis, Miss. Helen",female,37.28,0,0,180591,105.7,D77,S
4157,0,3,"Thomas, Mr. William",male,31.14,1,0,930193,15.2,,C
4158,1,1,"Smith, Mr. Henry",male,41.6,1,0,491473,87.6,,S
4159,0,2,"Moore, Mr. Robert",male,22.51,0,0,958894,0.0,,S
4160,0,1,"Davis, Mr. Charles",male,,0,1,985491,116.67,,S
4161,0,3,"Robinson, Mr. William",male,,1,0,170615,16.17,G16,C
4162,1,2,"Williams, Mrs. Anna",female,35.93,0,0,660096,10.15,,C
4163,1,3,"Martinez, Miss. Emma",female,34.13,1,0,126494,14.82,,Q
4164,0,2,"Smith, Mr. Charles",male,41.88,0,0,386109,26.48,,C
4165,0,3,"Miller, Mr. George",male,33.0,3,1,953142,20.61,,S
4166,1,2,"Jackson, Mr. George",male,28.46,0,1,999217,25.1,,S
4167,0,1,"Taylor, Mr. Frank",male,56.62,0,0,223881,,D91,S
4168,0,2,"Harris, Mr. John",male,40.71,1,1,997946,29.47,,S
4169,0,3,"White, Mr. George",male,41.66,1,0,264395,11.01,,S
4170,0,2,"Moore, Mr. Robert",male,47.42,2,0,404006,24.12,,S
4171,0,3,"Thomas, Mr. Thomas",male,,0,0,568016,8.96,,S
4172,0,3,"Taylor, Miss. Mary",female,,1,1,295780,20.22,,C
4173,1,3,"Jones, Mr. Thomas",male,34.29,0,2,156676,2.54,G26,S
4174,0,2,"Thompson, Mr. James",male,16.21,0,0,274713,28.17,,S
4175,1,3,"Thompson, Mrs. Anna",female,11.48,0,0,157024,13.12,,S
4176,1,3,"Davis, Mrs. Ellen",female,9.41,0,1,629049,19.28,,S
4177,0,3,"Jackson, Mr. Frank",male,23.7,2,2,676350,7.93,G3,S
4178,0,3,"Jones, Mr. William",male,21.0,1,0,382735,13.58,G49,S
4179,1,3,"Johnson, Mrs. Florence",female,7.77,0,0,852961,13.39,,C
4180,1,3,"Taylor, Mr. John",male,26.79,0,0,801795,15.82,,S
4181,0,3,"Miller, Mr. James",male,23.85,0,2,403237,6.19,,S
4182,1,1,"Johnson, Mr. James",male,52.19,0,0,418920,110.72,,C
4183,0,3,"Davis, Mr. Robert",male,49.16,0,0,458471,1.0,,C
4184,0,3,"Brown, Miss. Anna",female,30.48,1,6,648120,8.66,,S
4185,0,3,"Martinez, Mrs. Alice",female,16.64,0,0,857626,2.84,F13,S
4186,1,3,"Anderson, Mrs. Grace",female,32.76,0,0,323966,,,S
4187,1,1,"Robinson, Miss. Margaret",female,38.11,1,6,399467,100.81,,S
4188,1,1,"Martin, Mr. William",male,35.12,0,0,532852,103.15,,S
4189,1,1,"Miller, Mrs. Anna",female,27.66,0,0,327598,145.87,,S
4190,1,3,"Davis, Miss. Ellen",female,19.43,0,0,692271,10.95,F130,Q
4191,0,1,"Brown, Mr. John",male,35.87,0,0,172461,,,S
4192,0,3,"Miller, Mr. William",male,34.65,0,0,991554,13.43,,C
4193,0,3,"Wilson, Mr. Thomas",male,31.13,1,0,353029,12.44,,S
4194,0,3,"Martinez, Mr. Charles",male,46.91,0,0,373758,21.49,,S
4195,0,2,"Garcia, Mr. William",male,38.09,1,0,344572,40.82,F130,C
4196,1,3,"Wilson, Mr. Edward",male,30.09,2,1,779483,10.2,,S
4197,0,1,"Garcia, Mr. James",male,34.33,1,0,252445,119.02,,S
4198,0,3,"Thomas, Mr. William",male,12.55,3,1,644904,15.07,G75,S
4199,1,1,"Wilson, Master. George",male,,2,2,702632,97.91,,S
4200,1,1,"Anderson, Mr. Thomas",male,29.6,1,0,779487,94.38,,S
4201,0,1,"Moore, Master. Thomas",male,7.27,0,0,577090,70.01,,S
4202,1,3,"White, Miss. Helen",female,12.9,0,0,651384,0.0,,S
4203,0,1,"Anderson, Mr. William",male,57.23,1,0,510446,148.46,A131,S
4204,1,3,"Thomas, Mr. George",male,,1,0,197305,8.48,,S
4205,0,3,"Williams, Mr. Thomas",male,,1,0,112935,11.43,,S
4206,1,3,"Garcia, Miss. Helen",female,29.78,0,2,314092,11.57,,S
4207,0,1,"White, Mr. John",male,14.56,1,0,741025,51.08,B50,
4208,1,1,"Thomas, Mr. Thomas",male,41.39,1,0,741428,94.09,,S
4209,0,2,"Williams, Mr. Thomas",male,45.33,0,1,638458,19.56,,S
4210,1,1,"Wilson, Miss. Elizabeth",female,36.55,0,5,767977,53.91,,Q
4211,0,3,"Martinez, Miss. Helen",female,3.74,0,1,821102,13.97,,Q
4212,0,2,"Thompson, Dr. Henry",male,,0,0,666593,19.67,,C
4213,0,2,"Smith, Mr. Robert",male,,0,0,528694,29.28,,S
4214,0,1,"Jones, Dr. Thomas",male,,0,0,277978,27.7,,S
4215,0,3,"Anderson, Mr. John",male,7.98,0,0,205257,7.76,,S
4216,1,1,"White, Miss. Margaret",female,66.41,2,0,196797,114.46,,Q
4217,1,3,"Thomas, Mrs. Ellen",female,9.95,0,1,196756,8.84,,Q
4218,1,1,"Miller, Miss. Ellen",female,35.08,1,0,762633,46.06,,S
4219,0,3,"Harris, Mrs. Mary",female,,0,2,712685,9.16,F79,S
4220,0,3,"Wilson, Mr. Henry",male,12.57,1,0,673656,12.34,F145,S
4221,1,1,"Garcia, Miss. Helen",female,32.57,0,0,557620,79.92,,S
4222,0,1,"White, Mr. Henry",male,45.63,0,1,602596,75.18,,S
4223,0,2,"Williams, Mr. Charles",male,45.49,0,0,330123,9.71,,S
4224,1,1,"Wilson, Miss. Ellen",female,33.37,0,0,117043,116.47,,S
4225,0,1,"Martin, Mr. Edward",male,,0,0,849086,139.7,,C
4226,1,3,"Johnson, Miss. Emma",female,,1,0,657413,0.58,,C
4227,1,3,"Thompson, Miss. Alice",female,31.1,1,0,952961,2.9,,C
4228,1,1,"Garcia, Mrs. Margaret",female,40.88,0,1,801044,126.12,E97,S
4229,1,3,"White, Miss. Elizabeth",female,28.31,2,0,446773,,,S
4230,1,2,"Anderson, Rev. James",male,,0,5,517925,0.0,,S
4231,0,3,"Williams, Mr. Thomas",male,,0,1,446875,18.3,F107,S
4232,1,1,"Harris, Miss. Florence",female,35.82,0,1,145902,152.79,,Q
4233,0,3,"Moore, Mr. George",male,37.84,0,1,285961,7.39,,S
4234,1,3,"Harris, Miss. Margaret",female,,0,0,360896,23.27,F130,S
4235,0,1,"Davis, Mr. Edward",male,40.16,1,0,899273,76.52,,S
4236,0,1,"Anderson, Mr. Charles",male,37.92,0,2,256728,97.21,,S
4237,0,2,"Moore, Mr. Henry",male,33.07,3,0,143824,12.81,,S
4238,0,3,"Anderson, Miss. Mary",female,,0,0,656609,19.51,,S
4239,0,3,"Thompson, Miss. Elizabeth",female,34.18,0,0,372100,18.42,,S
4240,0,3,"Johnson, Miss. Elizabeth",female,,0,0,209628,24.21,,S
4241,0,3,"Williams, Mr. James",male,,0,0,446469,22.36,,S
4242,0,3,"White, Mr. Frank",male,35.82,0,6,136856,12.94,,S
4243,0,3,"Davis, Mr. Edward",male,25.23,1,0,500932,33.2,F33,C
4244,0,3,"Smith, Mr. Charles",male,13.36,1,0,836379,21.78,,S
4245,0,3,"Thomas, Mr. Edward",male,29.22,0,0,607662,16.51,,S
4246,0,2,"Miller, Mr. Thomas",male,,0,0,929716,10.03,,S
4247,0,3,"Wilson, Mr. Edward",male,36.53,0,0,994988,3.05,F78,S
4248,1,1,"Brown, Mr. Frank",male,47.98,0,0,859552,23.31,,S
4249,0,1,"Thomas, Mr. Charles",male,36.69,0,1,791177,44.79,,S
4250,0,3,"Miller, Mrs. Florence",female,19.33,0,0,625299,21.95,G82,Q
4251,1,2,"Moore, Mr. Robert",male,30.02,1,0,176658,24.87,,S
4252,0,1,"Anderson, Mr. Robert",male,,5,0,420945,,C109,S
4253,0,1,"White, Miss. Mary",female,43.81,0,0,920588,78.29,A25,C
4254,0,3,"Jones, Mrs. Alice",female,,2,0,172294,11.32,G30,S
4255,0,3,"Williams, Mrs. Elizabeth",female,23.91,1,0,799402,18.2,G108,S
4256,1,1,"Moore, Mr. Charles",male,49.96,0,0,451350,47.09,,S
4257,0,1,"Davis, Mr. Henry",male,29.91,1,0,935761,98.69,,S
4258,1,2,"Anderson, Mrs. Margaret",female,59.75,0,0,265200,23.0,,S
4259,0,3,"Anderson, Dr. William",male,34.16,1,0,484721,7.48,,Q
4260,0,2,"Johnson, Mr. Charles",male,16.47,1,0,827290,35.88,,S
4261,0,3,"Wilson, Miss. Alice",female,27.22,1,0,472909,11.08,,S
4262,0,3,"Anderson, Mr. Robert",male,34.27,1,0,850295,6.55,,Q
4263,1,2,"Taylor, Miss. Florence",female,25.81,1,0,426068,28.53,E74,S
4264,0,3,"Jones, Mrs. Mary",female,7.06,0,1,522718,13.35,F120,S
4265,0,3,"Brown, Mr. Charles",male,12.53,4,0,740451,15.65,,Q
4266,1,3,"White, Mrs. Helen",female,31.51,0,0,376645,5.3,G117,S
4267,1,2,"Martin, Mr. Charles",male,,1,0,828452,28.12,,C
4268,1,3,"Garcia, Miss. Ellen",female,,1,2,729310,,,S
4269,0,3,"Smith, Miss. Anna",female,31.44,0,0,886174,4.79,,S
4270,0,3,"Wilson, Miss. Alice",female,22.33,0,1,664738,15.3,,Q
4271,0,3,"Jones, Mr. Robert",male,16.65,1,1,875102,7.9,,S
4272,0,3,"Smith, Miss. Ellen",female,19.06,2,0,622819,30.48,,C
4273,1,3,"Martin, Mrs. Anna",female,7.35,1,0,514384,21.06,F51,C
4274,0,3,"Moore, Mr. George",male,,0,0,932972,14.83,,S
4275,0,1,"Moore, Mr. Charles",male,,0,1,489810,32.43,,C
4276,0,1,"Thomas, Mr. Thomas",male,31.57,0,0,351810,42.59,,Q
4277,0,2,"Anderson, Miss. Florence",female,,0,2,831014,27.46,,C
4278,0,3,"Miller, Mr. Charles",male,,1,0,397897,4.14,,S
4279,0,2,"White, Mr. George",male,21.54,0,1,123616,6.69,,S
4280,1,3,"Taylor, Miss. Emma",female,1.13,0,0,149091,13.06,G102,S
4281,0,1,"Jones, Miss. Mary",female,,0,0,754621,89.6,C116,S
4282,1,2,"Davis, Miss. Elizabeth",female,30.95,2,0,297770,23.8,,C
4283,0,3,"Martinez, Mr. Robert",male,18.79,0,2,445289,10.14,,Q
4284,0,1,"Martinez, Mr. Charles",male,25.55,0,0,522608,122.65,A3,S
4285,0,3,"Harris, Mr. George",male,25.15,0,0,446298,7.4,,S
4286,0,1,"Smith, Mr. Thomas",male,,0,0,838474,110.32,,Q
4287,0,3,"Taylor, Mrs. Florence",female,26.17,0,0,858049,14.39,G13,S
4288,1,1,"Miller, Mr. John",male,57.66,1,0,270156,109.23,,S
4289,0,3,"Smith, Mr. George",male,33.46,0,1,155334,20.68,,
4290,0,3,"Davis, Mr. Charles",male,23.71,0,0,570747,10.04,,S
4291,1,1,"Robinson, Mr. Frank",male,46.86,0,1,863243,56.23,E122,Q
4292,1,1,"Harris, Mrs. Helen",female,,0,1,378018,13.09,,S
4293,1,1,"Brown, Mrs. Helen",female,38.54,0,5,458657,0.0,,S
4294,0,3,"Garcia, Mr. Thomas",male,40.56,1,0,806932,11.86,G88,C
4295,0,3,"Smith, Mr. James",male,14.22,0,0,487914,12.3,F103,C
4296,0,2,"Robinson, Mr. Edward",male,30.28,0,0,674240,9.14,,Q
4297,0,2,"Smith, Mr. Henry",male,44.28,1,0,895955,11.29,,C
4298,0,3,"Martinez, Miss. Elizabeth",female,28.71,1,0,149384,22.9,F52,S
4299,1,3,"Jones, Mrs. Emma",female,20.57,0,1,146401,18.69,,Q
4300,0,3,"Davis, Mr. John",male,4.53,0,0,246488,4.8,,S
4301,1,3,"White, Miss. Florence",female,0.42,2,0,570693,,,S
4302,0,3,"Miller, Mr. William",male,,0,0,787411,15.64,G101,S
4303,0,3,"Taylor, Mr. Robert",male,,4,1,212100,8.93,,S
4304,0,2,"Johnson, Mr. Frank",male,,1,0,710583,11.91,E57,S
4305,0,1,"Miller, Mr. Charles",male,42.19,0,1,174336,69.79,C3,C
4306,0,1,"Davis, Mr. John",male,26.63,0,0,204633,129.81,,S
4307,1,3,"Anderson, Miss. Helen",female,21.03,4,0,936932,20.68,,S
4308,0,2,"Anderson, Mrs. Florence",female,18.71,0,2,371705,12.65,,Q
4309,0,3,"Harris, Mr. James",male,8.04,0,0,473946,15.99,,C
4310,0,3,"Martin, Mr. Henry",male,0.42,0,0,344804,12.96,,C
4311,0,3,"Brown, Mr. Thomas",male,5.83,0,2,406779,6.45,G117,S
4312,0,3,"Taylor, Mr. William",male,37.26,1,0,524264,11.07,F32,S
4313,1,2,"Miller, Mr. Thomas",male,,0,0,285393,7.36,,S
4314,1,3,"Anderson, Mr. Thomas",male,31.42,0,2,123347,20.56,,C
4315,0,1,"Harris, Mr. Charles",male,,0,0,730389,149.2,,C
4316,1,3,"Smith, Miss. Ellen",female,25.2,0,2,577206,10.33,,S
4317,0,3,"Jones, Miss. Emma",female,21.42,0,1,587486,8.78,,S
4318,1,3,"Williams, Mr. Henry",male,26.6,1,0,249750,,,S
4319,1,3,"Smith, Miss. Anna",female,,0,0,746749,20.9,,S
4320,0,2,"Miller, Mr. Edward",male,44.45,0,0,761031,8.86,,S
